,Name,Platform,Max_Players,Genre,Publisher,Review_Score,US_Sales,Used_Price,Age_Rating,Length.All.PlayStyles.Average,Length.All.PlayStyles.Leisure,Length.All.PlayStyles.Median,Length.All.PlayStyles.Polled,Length.All.PlayStyles.Rushed,US.Sales..millions.,Year,Sequel,Re.release,Lifecycle,LifecycleSq,Online,Licensed,Handheld,Multiplatform,PersistentUniverse,Pinball,PostApocalyptic,Puzzle,RealTime,RhythmAction,SciFi,TurnBased,VideoBackdrop,VisualNovel,Ecology,Language,Geography,Graphics,Health,History,Maths,Music,PreSchool,Reading,Religion,Science,Sociology,Typing,AmericanFootball,Basketball,Baseball,Boxing,Bowling,Cricket,Fishing,Cycling,Golf,Hockey,Horse,Hunting,Motorcycle,OffRoad,Olympiad,Paintball,PingPong,Pool,Rugby,Sailing,Skateboarding,Snowboarding,Soccer,Surfing,Tennis,Tricks,Volleyball,Wakeboarding,Wrestling,FirstPerson,Platform.1,Isometric,SideScrolling,TopDown,ThirdPerson,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer
431,MotoGP,PSP,1,Racing,Sony Computer Entertainment,69,0.03,32.95,E,7.5,7.5,7.5,1,7.5,0.03,2006,0,0,2,4,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.03,0,0,0,0.03,69,18,7.1,7,Namco Bandai Games
432,MotorStorm,PS3,1,Racing,Sony Computer Entertainment,82,1.58,16.95,T,16.9,22.96666667,15,16,12.96666667,1.58,2006,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1.53,1.6,0.06,0.67,3.87,84,9,7.4,220,Evolution Studios
433,MotorStorm: Pacific Rift,PS3,4,Racing,Sony Computer Entertainment,82,0.37,29.95,T,37.5,77.5,32.5,14,22.5,0.37,2008,1,0,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.43,0.65,0.02,0.25,1.35,82,63,8,318,Evolution Studios
434,Mushroom Men: The Spore Wars,Wii,2,Action,SouthPeak Games,72,0.12,17.95,E10+,5.516666667,6.866666667,5.95,5,3.616666667,0.12,2008,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.16,0.01,0,0.01,0.18,72,37,8.7,33,Red Fly Studio
435,MX vs. ATV Untamed,DS,1,Racing,THQ,61,0.11,17.95,E,12,12,12,1,12,0.11,2007,1,0,3,9,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0.11,0,0,0.01,0.12,61,14,NA,NA,Rainbow Studios
436,MX vs. ATV Untamed,PS3,2,Racing,THQ,67,0.33,17.95,E,12,12,12,1,12,0.33,2007,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0.35,0.06,0,0.05,0.46,67,33,6.1,8,Rainbow Studios
437,MX vs. ATV Untamed,PSP,1,Racing,THQ,59,0.27,16.95,E,12,12,12,1,12,0.27,2008,1,0,4,16,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0.35,0.18,0,0.12,0.65,59,12,NA,NA,Rainbow Studios
438,MX vs. ATV Untamed,Wii,1,Racing,THQ,70,0.22,24.95,E,12,12,12,1,12,0.22,2008,1,0,2,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0.28,0.02,0,0.02,0.33,70,7,8.3,9,Rainbow Studios
439,MX vs. ATV Untamed,X360,2,Racing,THQ,70,0.48,17.95,E,12,12,12,1,12,0.48,2007,1,0,2,4,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0.55,0.08,0,0.06,0.68,70,43,7.1,17,Rainbow Studios
440,MySims,Wii,1,Simulation,Electronic Arts,68,0.94,17.95,E,7.633333333,8.233333333,7.283333333,4,7.233333333,0.94,2007,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.9,0.54,0.04,0.17,1.65,68,38,7.2,56,EA Redwood Shores
441,Myst,DS,1,Adventure,Midway Games,43,0.06,24.95,E,7.866666667,12.71666667,7.05,26,5.716666667,0.06,2007,0,1,3,9,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.09,0,0,0.01,0.1,43,25,3.5,6,Hoplite Research
442,Mystery Case Files: MillionHeir,DS,1,Adventure,Nintendo,65,0.76,17.95,E,8.033333333,8.8,7.166666667,5,6.8,0.76,2008,0,0,4,16,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0.39,0,0.12,1.27,65,28,NA,NA,Griptonite Games
443,Mystery Dungeon: Shiren the Wanderer,DS,1,Role-Playing,Sega,69,0.17,17.95,E,33,38.5,33,2,27.5,0.17,2006,0,0,2,4,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.17,0,0.33,0.02,0.52,69,27,8.2,21,ChunSoft
444,N+,DS,1,Platform,Atari,82,0.06,14.95,E,17.2,18.8,18,5,16.3,0.06,2008,0,0,4,16,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.06,0,0,0,0.07,82,20,7.4,20,"Metanet Software Inc., SilverBirch Studios"
445,Namco Museum DS,DS,1,Misc,Atari,67,0.8,17.95,E,10,10,10,1,10,0.8,2007,0,1,3,9,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.13,0.01,0.06,0.09,1.29,67,19,5.9,8,M2
446,Nanostray 2,DS,1,Shooter,Codemasters,75,0.04,12.95,E,3,3,3,1,3,0.04,2008,1,0,4,16,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.03,0.01,0,0,0.05,75,23,7.8,8,Shin'en
447,Nanostray,DS,1,Shooter,Majesco Entertainment,71,0.06,17.95,E,1.433333333,1.733333333,1.2,5,1.233333333,0.06,2005,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.05,0,0,0,0.06,71,43,7.7,19,Shin'en
448,NBA 06,PSP,1,Sports,Sony Computer Entertainment,72,0.22,9.95,E,4,4,4,1,4,0.22,2005,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.2,0,0,0.02,0.22,72,19,5.4,8,SCEA Sports Studio
449,NBA 2K7,PS3,7,Sports,Take-Two Interactive,80,0.31,7.95,E,8.183333333,8.766666667,8.183333333,2,7.583333333,0.31,2006,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.04,0,0.03,0.37,80,20,7.4,8,Visual Concepts
450,NBA 2K8,PS3,7,Sports,Take-Two Interactive,81,0.5,9.95,E,4,4,4,1,4,0.5,2007,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0.01,0,0.05,0.55,81,18,6.8,19,Visual Concepts
451,NBA Live 06,PSP,1,Sports,Electronic Arts,80,0.42,9.95,E,4,4,4,1,4,0.42,2005,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.39,0,0,0.03,0.42,80,18,7.6,13,EA Canada
452,NBA Street Homecourt,PS3,4,Sports,Electronic Arts,81,0.11,14.95,E,18.31666667,26.5,7.716666667,3,10.11666667,0.11,2007,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.12,0.01,0,0.02,0.15,81,31,6.5,16,EA Canada
453,NBA Street Homecourt,X360,4,Sports,Electronic Arts,80,0.47,7.95,E,18.31666667,26.5,7.716666667,3,10.11666667,0.47,2007,1,0,2,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.45,0.01,0,0.04,0.5,80,42,8.2,30,EA Canada
454,NCAA Football 08,PS3,2,Sports,Electronic Arts,77,0.36,9.95,E,12,12,12,1,12,0.36,2007,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.35,0,0,0.03,0.38,77,13,7.9,28,EA Sports
455,NCAA Football 08,X360,2,Sports,Electronic Arts,81,0.68,9.95,E,12,12,12,1,12,0.68,2007,1,0,2,4,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.65,0,0,0.05,0.7,81,30,7.8,44,EA Sports
456,Need for Speed Underground 2,DS,1,Racing,Electronic Arts,65,0.11,22.95,E,20.96666667,29.23333333,20,69,17.73333333,0.11,2005,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.11,0.02,0,0.01,0.13,65,13,7,25,EA Canada
457,Need for Speed: Most Wanted 5-1-0,PSP,1,Racing,Electronic Arts,72,1.67,14.95,E10+,11.38333333,12.43333333,10.33333333,3,10.35,1.67,2005,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1.77,0.12,0.02,0.17,2.07,72,21,7.8,54,EA Canada
458,Need for Speed: Most Wanted,DS,1,Racing,Electronic Arts,45,0.25,15.95,E,14.6,46.65,12,182,8.366666667,0.25,2005,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.24,0.01,0,0.02,0.27,45,4,6.1,22,EA Canada
459,Need for Speed: Most Wanted,X360,2,Racing,Electronic Arts,83,0.95,17.95,T,14.6,46.65,12,182,8.366666667,0.95,2005,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0.13,0.02,0.1,1.25,83,54,8.5,134,EA Canada
460,Need for Speed: Most Wanted,X360,2,Racing,Electronic Arts,83,0.95,17.95,T,14.6,46.65,12,182,8.366666667,0.95,2005,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.62,0.78,0.01,0.15,1.56,83,54,8.5,134,EA Canada
461,Need for Speed: ProStreet,PS3,2,Racing,Electronic Arts,73,0.75,16.95,E10+,13.1,18.76666667,12,14,10.26666667,0.75,2007,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.73,0.91,0.04,0.36,2.04,73,26,6,43,EA Black Box
462,Need for Speed: ProStreet,Wii,2,Racing,Electronic Arts,61,0.49,16.95,E10+,13.1,18.76666667,12,14,10.26666667,0.49,2007,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.53,0.45,0,0.12,1.1,61,16,6.9,14,EA Games
463,Need for Speed: ProStreet,X360,2,Racing,Electronic Arts,72,1.1,16.95,E10+,13.1,18.76666667,12,14,10.26666667,1.1,2007,1,0,2,4,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1.04,0.79,0.01,0.21,2.05,72,42,7.1,78,EA Black Box
464,Neopets Puzzle Adventure,DS,1,Puzzle,Capcom,70,0.25,17.95,E,3,3,3,1,3,0.25,2008,0,0,4,16,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26,0,0,0.02,0.29,70,12,NA,NA,Infinite Interactive
465,Neopets Puzzle Adventure,Wii,1,Puzzle,Capcom,52,0.14,14.95,E,3,3,3,1,3,0.14,2008,0,0,2,4,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.18,0.02,0,0.02,0.22,52,11,NA,NA,Infinite Interactive
466,Nervous Brickdown,DS,1,Puzzle,Eidos Interactive,70,0.01,17.95,E,8,8,8,1,8,0.01,2007,0,0,3,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0.02,70,21,7.5,11,Arkedo Studio
467,New Super Mario Bros.,DS,1,Platform,Nintendo,89,10.03,27.95,E,10.23333333,21.65,9,156,6.05,10.03,2006,1,0,2,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,11.28,9.14,6.5,2.88,29.8,89,65,8.5,431,Nintendo
468,NHL 07,PSP,4,Sports,Electronic Arts,76,0.14,12.95,E10+,9,9.5,9,2,8.5,0.14,2006,1,0,2,4,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.13,0.02,0,0.02,0.17,76,7,6.6,23,EA Sports
469,NHL 08,PS3,7,Action,Electronic Arts,86,0.17,9.95,E10+,17.5,18.75,17.5,2,16.25,0.17,2007,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.16,0.06,0,0.03,0.25,86,23,6.9,23,EA Canada
470,NHL 09,PS3,1,Sports,Electronic Arts,88,0.31,19.95,E10+,26.66666667,31.66666667,20,3,21.66666667,0.31,2008,1,0,2,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.29,0.02,0,0.03,0.33,88,25,7.7,41,EA Canada
471,NiGHTS: Journey of Dreams,Wii,2,Platform,Sega,69,0.3,14.95,E,6.683333333,7.083333333,6.616666667,4,6.316666667,0.3,2007,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.32,0.02,0.04,0.03,0.41,69,47,8.5,55,"Sega, Sonic Team"
472,Ninja Gaiden Sigma,PS3,1,Action,Eidos Interactive,88,0.57,19.95,M,14.93333333,19.86666667,14.53333333,36,11.33333333,0.57,2007,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.57,0.32,0.09,0.16,1.14,88,46,7.5,155,Team Ninja
473,Ninja Gaiden: Dragon Sword,DS,1,Action,Tecmo Koei,83,0.16,12.95,T,5.3,6.566666667,5.383333333,18,3.416666667,0.16,2008,1,0,4,16,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.16,0.01,0.02,0.02,0.21,83,52,7.8,36,Team Ninja
474,Ninja Reflex,DS,1,Action,Electronic Arts,54,0.08,12.95,E10+,3.833333333,3.916666667,3.833333333,2,3.75,0.08,2008,0,0,4,16,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.09,0,0,0.01,0.1,54,13,NA,NA,Sanzaru Games
475,Ninja Reflex,Wii,4,Action,Electronic Arts,49,0.09,14.95,E10+,3.833333333,3.916666667,3.833333333,2,3.75,0.09,2008,0,0,2,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.11,0,0,0.01,0.12,49,26,6,11,Sanzaru Games
476,Ninjatown,DS,1,Strategy,SouthPeak Games,80,0.12,19.95,E,14.68333333,17.41666667,15,5,11.88333333,0.12,2008,0,0,4,16,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.12,0,0,0.01,0.13,80,40,8.3,21,"Venan Entertainment, Cashmere Prod."
477,Nintendogs,DS,1,Simulation,Nintendo,83,9.72,26.95,E,39.38333333,66.83333333,27.98333333,9,22.83333333,9.72,2005,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9.05,10.95,1.93,2.74,24.67,NA,NA,NA,NA,
478,No More Heroes,Wii,1,Action,Rising Star Games,83,0.29,17.95,M,14.63333333,35.9,13,80,9.4,0.29,2007,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.29,0.17,0.04,0.05,0.55,83,64,8.4,259,Grasshopper Manufacture
479,Okami,Wii,1,Action,Capcom,90,0.39,17.95,T,44.96666667,73.11666667,41.5,315,29.03333333,0.39,2008,0,1,2,4,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.43,0.09,0.04,0.05,0.6,90,44,8.9,236,Ready at Dawn
480,Onechanbara: Bikini Samurai Squad,X360,1,Action,D3Publisher,39,0.09,19.95,M,16.98333333,28.26666667,7.833333333,8,8.1,0.09,2006,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.11,0.01,0,0.01,0.13,39,39,6.4,55,Tamsoft
481,Ontamarama,DS,1,Action,Atlus,71,0.05,17.95,E,1,1,1,1,1,0.05,2007,0,0,3,9,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0.05,71,9,NA,NA,Noise Factory
482,Open Season,DS,1,Platform,Ubisoft,72,0.13,17.95,E,5.466666667,7.3,3.75,8,3.433333333,0.13,2006,0,0,2,4,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.12,0,0,0.01,0.13,72,4,NA,NA,Ubisoft Quebec
483,Open Season,Wii,4,Platform,Ubisoft,49,0.07,17.95,E10+,5.466666667,7.3,3.75,8,3.433333333,0.07,2006,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.06,0,0,0.01,0.07,49,5,5.6,7,Ubisoft
484,Open Season,X360,4,Platform,Ubisoft,59,0.11,14.95,E10+,5.466666667,7.3,3.75,8,3.433333333,0.11,2006,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.1,0,0,0.01,0.11,59,15,7.3,9,Ubisoft
485,Orcs & Elves,DS,1,Role-Playing,Electronic Arts,68,0.03,14.95,T,4.883333333,5.716666667,5,7,4.333333333,0.03,2007,0,0,3,9,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.05,0,0,0,0.05,NA,NA,NA,NA,
486,Order Up!,Wii,1,Misc,Zoo Digital Publishing,76,0.18,17.95,E,6.633333333,7.116666667,6,3,6.15,0.18,2008,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.19,0.01,0,0.02,0.21,NA,NA,NA,NA,
