,X,img,title,console,genre,publisher,developer,vg_score,critic_score,user_score,total_shipped,total_sales,na_sales,jp_sales,pal_sales,other_sales,release_date,last_update
131,341,/games/boxart/full_6559707AmericaFrontccc.jpg,Darksiders,X360,Action,THQ,Vigil Games,8.2,7.8,NA,NA,1.06,0.67,0.01,0.28,0.1,1/5/2010,
132,346,/games/boxart/full_lego-pirates-of-the-caribbean-the-video-game_84AmericaFront.jpg,LEGO Pirates of the Caribbean: The Video Game,X360,Action,Disney Interactive Studios,Traveller's Tales,NA,7.2,NA,NA,1.04,0.54,NA,0.4,0.1,5/10/2011,
133,351,/games/boxart/4927987ccc.jpg,Tomb Raider,PC,Action,Eidos Interactive,Core Design Ltd.,NA,8.7,NA,NA,1.03,0.96,NA,0.07,NA,11/14/1996,
134,373,/games/boxart/full_8552651AmericaFrontccc.jpg,Brutal Legend,X360,Action,Electronic Arts,Double Fine Productions,7.8,8.5,NA,NA,0.97,0.62,NA,0.26,0.09,10/13/2009,
135,376,/games/boxart/752499ccc.jpg,Grand Theft Auto: San Andreas,PC,Action,Rockstar Games,Rockstar North,NA,9.4,NA,NA,0.97,0,NA,0.93,0.04,6/7/2005,
136,377,/games/boxart/full_4755963AmericaFrontccc.jpg,LEGO Star Wars II: The Original Trilogy,GC,Action,LucasArts,Traveller's Tales,NA,8.4,NA,NA,0.97,0.75,NA,0.19,0.03,9/12/2006,
137,378,/games/boxart/full_lego-pirates-of-the-caribbean-the-video-game_953AmericaFront.jpg,LEGO Pirates of the Caribbean: The Video Game,PS3,Action,Disney Interactive Studios,Traveller's Tales,NA,7.4,NA,NA,0.96,0.36,NA,0.44,0.16,5/10/2011,
138,380,/games/boxart/full_lego-harry-potter-years-5-7_890AmericaFront.jpg,LEGO Harry Potter: Years 5-7,PS3,Action,Warner Bros. Interactive,Traveller's Tales,NA,9,NA,NA,0.95,0.36,NA,0.45,0.15,11/11/2011,
139,385,/games/boxart/default.jpg,Skylanders: Spyro's Adventure,PS3,Action,Activision,Toys for Bob,NA,8,NA,NA,0.94,0.39,NA,0.4,0.15,10/16/2011,
140,386,/games/boxart/full_3715573AmericaFrontccc.jpg,Brutal Legend,PS3,Action,Electronic Arts,Double Fine Productions,7.8,7.9,NA,NA,0.94,0.54,NA,0.27,0.13,10/13/2009,
141,387,/games/boxart/full_8573983AmericaFrontccc.jpg,Castlevania: Lament of Innocence,PS2,Action,Konami,Konami Computer Entertainment Tokyo,NA,8.1,NA,NA,0.94,0.46,NA,0.36,0.12,10/21/2003,
142,391,/games/boxart/full_1963214AmericaFrontccc.jpg,Bayonetta,X360,Action,Sega,PlatinumGames,9.1,8.9,9.5,NA,0.93,0.51,0.09,0.25,0.08,1/5/2010,
143,393,/games/boxart/full_2972651AmericaFrontccc.jpg,Monster Hunter: World,XOne,Action,Capcom,Capcom,8,9.4,NA,NA,0.93,0.67,NA,0.17,0.09,1/26/2018,1/30/2018
144,395,/games/boxart/full_5523061AmericaFrontccc.jpg,Dante's Inferno,X360,Action,Electronic Arts,Visceral Games,7.2,7,NA,NA,0.92,0.63,0.02,0.2,0.08,2/9/2010,
145,396,/games/boxart/full_7356188AmericaFrontccc.jpg,SpongeBob SquarePants: The Yellow Avenger,PSP,Action,THQ,Tantalus Interactive,NA,5.7,NA,NA,0.92,0.55,NA,0.21,0.16,3/6/2006,
146,397,/games/boxart/full_dynasty-warriors-7_151AmericaFront.jpg,Dynasty Warriors 7,PS3,Action,Tecmo Koei,Omega Force,NA,5.8,NA,NA,0.91,0.25,0.46,0.14,0.06,3/29/2011,
147,398,/games/boxart/full_lego-pirates-of-the-caribbean-the-video-game_348AmericaFront.jpg,LEGO Pirates of the Caribbean: The Video Game,DS,Action,Disney Interactive Studios,Traveller's Tales,NA,6.8,NA,NA,0.91,0.34,NA,0.47,0.1,5/10/2011,
148,399,/games/boxart/full_9144186AmericaFrontccc.png,James Cameron's Avatar: The Game,PS3,Action,Ubisoft,Ubisoft Montreal,NA,5.8,NA,NA,0.9,0.32,NA,0.43,0.15,12/1/2009,
149,400,/games/boxart/2012155ccc.jpg,3Xtreme,PS,Action,989 Studios,Unknown,NA,2.9,NA,NA,0.9,0.5,NA,0.34,0.06,3/31/1999,
150,404,/games/boxart/full_resident-evil-revelations_61AmericaFront.jpg,Resident Evil: Revelations,3DS,Action,Capcom,Capcom,NA,7.8,NA,NA,0.89,0.3,0.3,0.23,0.05,2/7/2012,
151,405,/games/boxart/full_the-tomb-raider-trilogy_733AmericaFront.jpg,The Tomb Raider Trilogy,PS3,Action,Square Enix,Crystal Dynamics,NA,8.5,NA,NA,0.89,0.27,NA,0.48,0.14,3/22/2011,
152,414,/games/boxart/full_5802129AmericaFrontccc.jpg,Grand Theft Auto IV,PC,Action,Rockstar Games,Rockstar Toronto,NA,9.2,NA,NA,0.87,0.01,NA,0.8,0.06,12/2/2008,
153,416,/games/boxart/full_3854886AmericaFrontccc.jpg,Ghostbusters: The Video Game,Wii,Action,Atari,Red Fly Studio,7.3,7.6,NA,NA,0.87,0.59,NA,0.21,0.07,6/16/2009,
154,420,/games/boxart/full_4201763AmericaFrontccc.png,Bayonetta 2,WiiU,Action,Nintendo,PlatinumGames,NA,9.3,NA,NA,0.86,0.37,0.1,0.32,0.06,10/24/2014,3/20/2018
155,422,/games/boxart/full_3988878AmericaFrontccc.jpg,Tomb Raider: Anniversary,Wii,Action,Eidos Interactive,Crystal Dynamics,NA,6.8,NA,NA,0.85,0.12,NA,0.63,0.11,11/13/2007,
156,425,/games/boxart/full_4189490AmericaFrontccc.jpg,Ninja Gaiden Sigma 2,PS3,Action,Tecmo Koei,Team Ninja,8.8,8.5,NA,NA,0.85,0.52,0.08,0.16,0.1,9/29/2009,
157,429,/games/boxart/full_8458344AmericaFrontccc.jpg,Ghostbusters: The Video Game,PS3,Action,Atari,Terminal Reality,8.3,7.8,NA,NA,0.84,0.34,NA,0.36,0.14,6/16/2009,
158,430,/games/boxart/2293432ccc.jpg,Spider-Man 2,GC,Action,Activision,Treyarch,NA,7.7,NA,NA,0.84,0.65,NA,0.17,0.02,6/28/2004,
159,431,/games/boxart/65175ccc.jpg,The Incredibles,GC,Action,THQ,Heavy Iron Studios,NA,6.2,NA,NA,0.84,0.65,NA,0.17,0.02,10/31/2004,
160,433,/games/boxart/full_5099160AmericaFrontccc.jpg,ZombiU,WiiU,Action,Ubisoft,Ubisoft Montpellier,NA,6.9,NA,NA,0.84,0.35,0.05,0.37,0.07,11/18/2012,1/17/2018
161,439,/games/boxart/full_506707AmericaFrontccc.jpg,Twisted Metal (2012),PS3,Action,Sony Computer Entertainment,Eat Sleep Play,NA,7.9,NA,NA,0.83,0.67,NA,0.07,0.09,2/14/2012,3/14/2018
162,448,/games/boxart/full_6243220AmericaFrontccc.jpg,Star Wars The Clone Wars: Republic Heroes,Wii,Action,LucasArts,Krome Studios,NA,4.8,NA,NA,0.8,0.43,NA,0.3,0.07,10/6/2009,
163,453,/games/boxart/full_4296430AmericaFrontccc.jpg,MadWorld,Wii,Action,Sega,PlatinumGames,8.7,8.1,8.1,NA,0.78,0.45,0.02,0.24,0.07,3/10/2009,
164,455,/games/boxart/full_star-wars-the-force-unleashed-ii_8AmericaFront.jpg,Star Wars: The Force Unleashed II,Wii,Action,LucasArts,LucasArts,NA,7.5,NA,NA,0.78,0.53,NA,0.19,0.06,10/26/2010,
165,456,/games/boxart/9620325ccc.jpg,Tom Clancy's Splinter Cell: Double Agent,X360,Action,Ubisoft,Ubisoft Shanghai,NA,8.5,8.3,NA,0.78,0.67,0.01,0.04,0.06,10/17/2006,
166,461,/games/boxart/full_5585867AmericaFrontccc.jpg,James Cameron's Avatar: The Game,X360,Action,Ubisoft,Ubisoft Montreal,NA,6,NA,NA,0.77,0.34,NA,0.35,0.08,12/1/2009,
167,465,/games/boxart/7342805ccc.jpg,Twisted Metal: Head On,PSP,Action,Sony Computer Entertainment,Incognito Inc.,NA,7.5,NA,NA,0.77,0.71,NA,0,0.06,3/24/2005,
168,467,/games/boxart/full_8695378AmericaFrontccc.jpg,Resident Evil: Revelations,PS3,Action,Capcom,Capcom,NA,7.6,NA,NA,0.76,0.14,0.22,0.32,0.09,5/21/2013,3/16/2018
169,469,/games/boxart/full_1747093AmericaFrontccc.jpg,Toy Story 3: The Video Game,X360,Action,Disney Interactive Studios,Avalanche Software,NA,7.5,NA,NA,0.76,0.41,NA,0.27,0.07,6/15/2010,
170,471,/games/boxart/full_9918472AmericaFrontccc.jpg,Harry Potter and the Half-Blood Prince,Wii,Action,Electronic Arts,Bright Light Productions,NA,6,3.8,NA,0.76,0.28,NA,0.4,0.08,6/30/2009,
171,474,/games/boxart/5510094ccc.jpg,Genji: Days of the Blade,PS3,Action,Sony Computer Entertainment,Game Republic,NA,5,NA,NA,0.75,0.18,0.06,0.38,0.14,11/14/2006,
172,477,/games/boxart/full_2399944AmericaFrontccc.jpg,The Lord of the Rings: Conquest,PS3,Action,Electronic Arts,Pandemic Studios,NA,5.8,NA,NA,0.75,0.38,NA,0.26,0.11,1/13/2009,
173,478,/games/boxart/full_ace-combat-assault-horizon_504AmericaFront.jpg,Ace Combat: Assault Horizon,PS3,Action,Namco Bandai,Project ACES,NA,7.5,NA,NA,0.74,0.3,0.22,0.16,0.07,10/11/2011,
174,479,/games/boxart/full_6900220AmericaFrontccc.jpg,X-Men Origins: Wolverine - Uncaged Edition,PS3,Action,Activision,Raven Software,6.2,7,8.7,NA,0.74,0.31,NA,0.31,0.12,5/1/2009,
175,485,/games/boxart/full_7010214AmericaFrontccc.jpg,Indiana Jones and the Staff of Kings,Wii,Action,LucasArts,Artificial Mind and Movement,6,5.1,NA,NA,0.72,0.36,NA,0.29,0.07,6/9/2009,
176,488,/games/boxart/full_5131597AmericaFrontccc.png,Monster Hunter Generations Ultimate,NS,Action,Capcom,Capcom,4,7.7,NA,NA,0.72,0.27,0.27,0.14,0.04,8/28/2018,8/30/2018
177,492,/games/boxart/full_5951236AmericaFrontccc.jpg,James Cameron's Avatar: The Game,Wii,Action,Ubisoft,Ubisoft Montreal,NA,5.9,NA,NA,0.72,0.32,NA,0.32,0.07,12/1/2009,
178,499,/games/boxart/2740085ccc.jpg,Blast Corps,N64,Action,Nintendo,Rare Ltd.,NA,9.1,NA,NA,0.71,0.39,0.17,0.09,0.06,2/28/1997,
179,502,/games/boxart/8923229ccc.jpg,Spider-Man 2,PSP,Action,Activision,Vicarious Visions,NA,6.4,NA,NA,0.7,0.35,NA,0.21,0.14,3/15/2005,
180,505,/games/boxart/7972772ccc.jpg,F-14 Tomcat,GBA,Action,Majesco,Virtucraft,NA,6.9,NA,NA,0.7,0.5,NA,0.19,0.01,9/2/2001,
181,506,/games/boxart/full_james-bond-007-blood-stone_3AmericaFront.jpg,James Bond 007: Blood Stone,PS3,Action,Activision,Bizarre Creations,NA,6.2,NA,NA,0.7,0.18,0.02,0.37,0.12,11/2/2010,
182,507,/games/boxart/full_1242467AmericaFrontccc.jpg,Transformers: Revenge of the Fallen,PS3,Action,Activision,Luxoflux Corp.,7,6.5,NA,NA,0.7,0.28,NA,0.3,0.12,6/23/2009,
183,509,/games/boxart/4504517ccc.jpg,Mafia,PS2,Action,Gathering of Developers,Illusion Softworks,NA,6.5,NA,NA,0.7,0.34,NA,0.27,0.09,1/28/2004,
184,511,/games/boxart/full_5494675AmericaFrontccc.jpg,Metal Gear Solid: Portable Ops Plus,PSP,Action,Konami,Kojima Productions,NA,6.9,NA,NA,0.69,0.26,0.26,0.01,0.17,11/13/2007,
185,512,/games/boxart/full_7983313AmericaFrontccc.jpg,Mortal Kombat: Shaolin Monks,PS2,Action,Midway Games,Midway Studios Los Angeles,NA,8,NA,NA,0.69,0.58,NA,0.02,0.09,9/16/2005,
186,515,/games/boxart/full_9490666AmericaFrontccc.jpg,X-Men Origins: Wolverine - Uncaged Edition,X360,Action,Activision,Raven Software,6.2,7.1,NA,NA,0.69,0.42,NA,0.21,0.06,5/1/2009,
187,516,/games/boxart/full_3218513AmericaFrontccc.jpg,The Lord of the Rings: The Return of the King,GC,Action,Electronic Arts,"Hypnos Entertainment, Inc.",NA,8.7,NA,NA,0.69,0.53,NA,0.14,0.02,11/5/2003,
188,520,/games/boxart/6084458ccc.jpg,Iron Man,PS3,Action,Sega,Secret Level,NA,5.1,NA,NA,0.68,0.32,NA,0.25,0.11,5/2/2008,
189,525,/games/boxart/full_3447163AmericaFrontccc.jpg,Diablo III: Eternal Collection,NS,Action,Blizzard Entertainment,Blizzard Entertainment,8,9,NA,NA,0.67,0.38,0.01,0.22,0.06,11/2/2018,9/13/2018
190,531,/games/boxart/full_castlevania-lords-of-shadow_5AmericaFront.jpg,Castlevania: Lords of Shadow,X360,Action,Konami,Mercury Steam,NA,7.9,NA,NA,0.66,0.42,0.01,0.17,0.05,10/5/2010,
191,536,/games/boxart/full_fist-of-the-north-star-kens-rage_1AmericaFront.jpg,Fist of the North Star: Ken's Rage,PS3,Action,Tecmo Koei,Tecmo Koei Games,NA,4.8,NA,NA,0.66,0.06,0.55,0.03,0.01,11/2/2010,7/30/2018
192,539,/games/boxart/full_gods-eater-burst_569AmericaFront.jpg,Gods Eater Burst,PSP,Action,D3 Publisher,Shift,NA,7.1,NA,NA,0.66,0.03,0.62,0,0,3/15/2011,
193,540,/games/boxart/2939718ccc.jpg,Transformers: The Game,PSP,Action,Activision,Savage Entertainment,NA,4.3,NA,NA,0.65,0.23,NA,0.27,0.16,6/19/2007,
194,545,/games/boxart/full_sengoku-basara-samurai-heroes_9AmericaFront.jpg,Sengoku Basara: Samurai Heroes,PS3,Action,Capcom,Capcom,NA,6.1,NA,NA,0.64,0.17,0.4,0.04,0.02,10/12/2010,
195,546,/games/boxart/full_2690300AmericaFrontccc.jpg,Real Heroes: Firefighter,Wii,Action,Conspiracy Entertainment,Epicenter Studios,6.3,7.4,NA,NA,0.64,0.56,NA,0.04,0.05,8/4/2009,
196,547,/games/boxart/1717414ccc.jpg,X2: Wolverine's Revenge,PS2,Action,Activision,GenePool,NA,5.8,NA,NA,0.64,0.31,NA,0.24,0.08,4/14/2003,
197,548,/games/boxart/full_6247970AmericaFrontccc.jpg,Dead Island: Riptide,PS3,Action,Deep Silver,Techland,NA,6.6,NA,NA,0.64,0.26,0.07,0.21,0.1,4/23/2013,3/15/2018
198,550,/games/boxart/5402146ccc.jpg,Crash of the Titans,PSP,Action,Sierra Entertainment,SuperVillain Studios,NA,6.3,NA,NA,0.64,0.25,NA,0.25,0.15,10/16/2007,
199,552,/games/boxart/5941163ccc.jpg,LEGO Star Wars II: The Original Trilogy,X360,Action,LucasArts,Traveller's Tales,NA,8.2,NA,NA,0.63,0.55,NA,0.03,0.05,9/12/2006,
200,553,/games/boxart/8985529ccc.jpg,Iron Man,PSP,Action,Sega,Artificial Mind and Movement,NA,5,NA,NA,0.63,0.46,NA,0.09,0.09,5/2/2008,
201,554,/games/boxart/full_749748AmericaFrontccc.jpg,The Lord of the Rings: Conquest,X360,Action,Electronic Arts,Pandemic Studios,5.3,5.9,NA,NA,0.63,0.37,NA,0.2,0.06,1/13/2009,
202,555,/games/boxart/full_7778097AmericaFrontccc.jpg,LEGO The Incredibles,NS,Action,Warner Bros. Interactive Entertainment,Traveller's Tales,NA,6.5,NA,NA,0.63,0.35,0.01,0.21,0.06,6/15/2018,11/6/2018
203,556,/games/boxart/full_lego-pirates-of-the-caribbean-the-video-game_925AmericaFront.jpg,LEGO Pirates of the Caribbean: The Video Game,3DS,Action,Disney Interactive Studios,TT Fusion,NA,7,NA,NA,0.63,0.29,NA,0.28,0.06,5/10/2011,1/8/2018
204,560,/games/boxart/full_4059649AmericaFrontccc.jpg,Transformers: Revenge of the Fallen,X360,Action,Activision,Luxoflux Corp.,7,6.1,NA,NA,0.63,0.34,NA,0.23,0.06,6/23/2009,
205,561,/games/boxart/full_2269053AmericaFrontccc.jpg,Ghostbusters: The Video Game,X360,Action,Atari,Terminal Reality,8.3,7.7,NA,NA,0.62,0.43,NA,0.14,0.06,6/16/2009,
206,562,/games/boxart/9089328ccc.jpg,Metal Gear Solid 2: Substance,XB,Action,Konami,Konami Computer Entertainment Japan,NA,8.7,NA,NA,0.62,0.38,NA,0.22,0.03,11/4/2002,
207,564,/games/boxart/full_disney-universe_255AmericaFront.jpg,Disney Universe,PS3,Action,Disney Interactive Studios,Disney Interactive Studios,NA,7.4,NA,NA,0.62,0.3,NA,0.23,0.09,10/25/2011,
208,565,/games/boxart/1830828ccc.jpg,Viewtiful Joe,GC,Action,Capcom,Clover Studio,NA,9.4,NA,NA,0.62,0.38,0.12,0.1,0.02,10/7/2003,
209,567,/games/boxart/full_6700322AmericaFrontccc.jpg,Prince of Persia: The Forgotten Sands,X360,Action,Ubisoft,Ubisoft Montreal,NA,7.5,NA,NA,0.62,0.3,0,0.26,0.06,5/18/2010,
210,569,/games/boxart/3854966ccc.jpg,Samurai Warriors 2,PS2,Action,KOEI,Omega Force,NA,5.6,NA,NA,0.61,0.02,0.57,0.02,0.01,9/19/2006,
211,571,/games/boxart/5495494ccc.jpg,Dragon Ball Z: Buu's Fury,GBA,Action,Atari,Webfoot Technologies,NA,5.9,NA,NA,0.61,0.44,NA,0.16,0.01,9/14/2004,
212,572,/games/boxart/full_756792AmericaFrontccc.png,James Cameron's Avatar: The Game,PSP,Action,Ubisoft,Ubisoft Montreal,NA,3.9,NA,NA,0.61,0.22,NA,0.25,0.14,12/1/2009,
213,574,/games/boxart/full_9546002AmericaFrontccc.jpg,Ben 10: Alien Force,PSP,Action,D3 Publisher,Monkey Bar Games,NA,5.2,NA,NA,0.6,0.36,NA,0.14,0.11,10/28/2008,
214,578,/games/boxart/6835355ccc.jpg,Transformers: The Game,X360,Action,Activision,Traveller's Tales,NA,5.2,NA,NA,0.6,0.51,NA,0.04,0.05,6/26/2007,
215,580,/games/boxart/full_4364767AmericaFrontccc.jpg,Transformers: War for Cybertron,X360,Action,Activision,High Moon Studios,NA,7.3,NA,NA,0.59,0.39,NA,0.15,0.05,6/22/2010,
216,582,/games/boxart/full_assassins-creed-brotherhood_5PALFront.jpg,Assassin's Creed: Brotherhood,PC,Action,Ubisoft,Ubisoft Montreal,NA,8.7,NA,NA,0.59,0.16,NA,0.34,0.09,3/22/2011,
217,585,/games/boxart/full_7810484AmericaFrontccc.jpg,Naruto: The Broken Bond,X360,Action,Ubisoft,Ubisoft Montreal,NA,7.6,NA,NA,0.59,0.24,NA,0.28,0.06,11/18/2008,
218,594,/games/boxart/full_8511610AmericaFrontccc.jpg,Tom Clancy's HAWX,X360,Action,Ubisoft,Ubisoft Romania,NA,6.9,NA,NA,0.58,0.31,0.02,0.19,0.06,3/3/2009,
219,596,/games/boxart/7462190ccc.jpg,Tenchu 2: Birth of the Stealth Assassins,PS,Action,Activision,Acquire,NA,8.5,NA,NA,0.58,0.32,NA,0.22,0.04,8/7/2000,
220,601,/games/boxart/7010822ccc.jpg,Tomb Raider: Anniversary,PSP,Action,Eidos Interactive,Crystal Dynamics,NA,7.7,NA,NA,0.57,0.21,NA,0.23,0.13,8/9/2007,
221,603,/games/boxart/full_5304839AmericaFrontccc.jpg,Bayonetta 2,NS,Action,Nintendo,PlatinumGames,NA,9.5,NA,NA,0.57,0.26,0.07,0.2,0.04,2/16/2018,4/17/2018
222,613,/games/boxart/full_disney-universe_588AmericaFront.jpg,Disney Universe,X360,Action,Disney Interactive Studios,Disney Interactive Studios,NA,6.7,NA,NA,0.57,0.37,NA,0.14,0.05,10/25/2011,
223,616,/games/boxart/full_3952478AmericaFrontccc.gif,Resident Evil Outbreak File #2,PS2,Action,Capcom,Capcom Production Studio 1,NA,5.8,NA,NA,0.57,0.19,0.17,0.15,0.05,4/26/2005,
224,619,/games/boxart/4298038ccc.jpg,True Crime: Streets of LA,GC,Action,Activision,EXAKT Entertainment,NA,8.1,NA,NA,0.56,0.44,NA,0.11,0.02,11/3/2003,
225,622,/games/boxart/full_8600640AmericaFrontccc.jpg,Tom Clancy's HAWX,PS3,Action,Ubisoft,Ubisoft Romania,NA,7.5,8.4,NA,0.56,0.21,0.05,0.22,0.09,3/3/2009,
226,623,/games/boxart/7896120ccc.jpg,Resident Evil 2,N64,Action,Capcom,Angel Studios,NA,9,NA,NA,0.56,0.39,0.07,0.09,0.01,10/31/1999,
227,627,/games/boxart/full_enslaved-odyssey-to-the-west_6AmericaFront.jpg,Enslaved: Odyssey to the West,PS3,Action,Namco Bandai,Ninja Theory,NA,7.9,NA,NA,0.56,0.24,0.01,0.23,0.08,10/5/2010,
228,628,/games/boxart/full_316783AmericaFrontccc.jpg,No More Heroes,Wii,Action,Ubisoft,Grasshopper Manufacture,NA,8.2,8.3,NA,0.56,0.29,0.04,0.17,0.05,1/22/2008,
229,629,/games/boxart/full_4869495AmericaFrontccc.jpg,Metal Gear Solid 3: Subsistence,PS2,Action,Konami,Kojima Productions,NA,9.4,NA,NA,0.55,0.34,0.15,0.01,0.06,3/14/2006,
230,634,/games/boxart/full_3896928AmericaFrontccc.jpg,Dragon Ball: Xenoverse 2,NS,Action,Namco Bandai Games,Dimps Corporation,NA,8,NA,NA,0.55,0.17,0.19,0.16,0.03,9/22/2017,1/1/2018
231,640,/games/boxart/full_dynasty-warriors-gundam-3_312AmericaFront.jpg,Dynasty Warriors: Gundam 3,PS3,Action,Tecmo Koei,Omega Force,NA,6.5,NA,NA,0.54,0.11,0.36,0.05,0.02,6/28/2011,
232,642,/games/boxart/full_enslaved-odyssey-to-the-west_5AmericaFront.jpg,Enslaved: Odyssey to the West,X360,Action,Namco Bandai,Ninja Theory,NA,8,NA,NA,0.54,0.3,0,0.19,0.05,10/5/2010,
233,643,/games/boxart/full_5697972AmericaFrontccc.jpg,Assassin's Creed II,PC,Action,Ubisoft,Ubisoft Montreal,NA,8.5,NA,NA,0.54,0.01,NA,0.45,0.07,3/9/2010,
234,646,/games/boxart/3097767ccc.jpg,Gauntlet Legends,N64,Action,Midway Games,Atari Games,NA,6,NA,NA,0.54,0.43,NA,0.1,0.01,8/31/1999,
235,649,/games/boxart/9647032ccc.jpg,Manhunt 2,Wii,Action,Rockstar Games,Rockstar Toronto,NA,5.8,NA,NA,0.54,0.25,NA,0.23,0.06,10/29/2007,
236,652,/games/boxart/full_5512037AmericaFrontccc.jpg,LEGO The Incredibles,PS4,Action,Warner Bros. Interactive Entertainment,Traveller's Tales,NA,6.5,NA,NA,0.53,0.18,NA,0.27,0.09,6/15/2018,11/6/2018
237,654,/games/boxart/full_3956211AmericaFrontccc.jpg,G-Force,DS,Action,Disney Interactive Studios,Keen Games,NA,7,NA,NA,0.53,0.26,NA,0.22,0.05,7/21/2009,
238,665,/games/boxart/9841540ccc.jpg,Silent Hill: Origins,PSP,Action,Konami,Climax Group,7.4,7.8,NA,NA,0.52,0.22,0.04,0.16,0.1,11/6/2007,
239,666,/games/boxart/full_5732484AmericaFrontccc.jpg,Metal Gear Solid 2: Substance,PS2,Action,Konami,Konami Computer Entertainment Japan,NA,8.5,NA,NA,0.52,0.18,0.16,0.14,0.05,3/3/2003,
240,670,/games/boxart/full_8996425AmericaFrontccc.jpg,Way of the Samurai 3,PS3,Action,Agetec,Acquire,NA,6.5,NA,NA,0.52,0.18,0.22,0.08,0.04,10/13/2009,
241,672,/games/boxart/full_7156013AmericaFrontccc.jpg,Metal Gear Solid HD Collection,PS3,Action,Konami,Bluepoint Games,NA,9.1,NA,NA,0.52,0.32,NA,0.13,0.07,11/8/2011,
242,675,/games/boxart/full_9360209AmericaFrontccc.jpg,Lair,PS3,Action,Sony Computer Entertainment,Factor 5,NA,5.5,NA,NA,0.51,0.36,0.08,0.04,0.04,8/30/2007,
243,679,/games/boxart/full_prince-of-persia-classic-trilogy-hd_77AmericaFront.jpg,Prince of Persia Trilogy,PS3,Action,Ubisoft,Ubisoft,NA,8.3,NA,NA,0.51,0.17,NA,0.24,0.09,4/19/2011,
244,680,/games/boxart/full_6689168AmericaFrontccc.jpg,Dynasty Warriors,PSP,Action,Tecmo Koei,Omega Force,NA,6.6,NA,NA,0.51,0.18,0.3,0,0.02,3/17/2005,
245,682,/games/boxart/full_8428240AmericaFrontccc.jpg,Fire Emblem Warriors,NS,Action,Nintendo,Omega Force,NA,7.3,9.6,NA,0.51,0.22,0.1,0.14,0.04,10/20/2017,1/2/2018
246,683,/games/boxart/full_6528075AmericaFrontccc.jpg,The Saboteur,X360,Action,Electronic Arts,Pandemic Studios,NA,7.2,NA,NA,0.51,0.26,NA,0.2,0.05,12/8/2009,
247,684,/games/boxart/full_8340488AmericaFrontccc.jpg,Bully: Scholarship Edition,Wii,Action,Rockstar Games,Rockstar Toronto,NA,8.4,NA,NA,0.5,0.17,NA,0.28,0.06,3/4/2008,
248,690,/games/boxart/full_2083118AmericaFrontccc.jpg,Transformers: War for Cybertron,PS3,Action,Activision,High Moon Studios,NA,7.8,NA,NA,0.5,0.24,NA,0.18,0.07,6/22/2010,
249,691,/games/boxart/5335336ccc.jpg,Hitman: Blood Money,PS2,Action,Eidos Interactive,IO Interactive,NA,8.2,NA,NA,0.5,0.25,NA,0.19,0.06,5/30/2006,
250,698,/games/boxart/full_super-monkey-ball-3d_839AmericaFront.jpg,Super Monkey Ball 3D,3DS,Action,Sega,Sega,NA,5.7,NA,NA,0.5,0.26,0.05,0.15,0.04,3/27/2011,
251,699,/games/boxart/7757085ccc.jpg,Spider-Man 2,DS,Action,Activision,Vicarious Visions,NA,6.1,NA,NA,0.5,0.41,0.03,0.02,0.04,11/16/2004,
252,702,/games/boxart/full_steel-diver_925AmericaFront.jpg,Steel Diver,3DS,Action,Nintendo,Nintendo EAD,NA,5.6,NA,NA,0.5,0.31,0.05,0.1,0.04,3/27/2011,
253,705,/games/boxart/full_8653055AmericaFrontccc.jpg,Dynasty Warriors: Gundam 2,PS3,Action,Namco Bandai,Omega Force,6.4,5.9,NA,NA,0.49,0.09,0.32,0.07,0.03,4/21/2009,
254,706,/games/boxart/full_ace-combat-assault-horizon_251AmericaFront.jpg,Ace Combat: Assault Horizon,X360,Action,Namco Bandai,Project ACES,NA,7,NA,NA,0.49,0.3,0.03,0.12,0.04,10/11/2011,
255,707,/games/boxart/1908667ccc.jpg,The Matrix: Path of Neo,PS2,Action,Atari,Shiny Entertainment,NA,6.8,NA,NA,0.49,0.41,NA,0.01,0.07,11/7/2005,
256,720,/games/boxart/full_9675419AmericaFrontccc.jpg,A Way Out,PS4,Action,Electronic Arts,Hazelight,NA,7.5,NA,NA,0.48,0.23,NA,0.16,0.08,3/23/2018,3/24/2018
257,721,/games/boxart/full_7775251PALFrontccc.jpg,The Saboteur,PS3,Action,Electronic Arts,Pandemic Studios,NA,7.1,NA,NA,0.48,0.2,NA,0.21,0.07,12/8/2009,
258,728,/games/boxart/full_239052AmericaFrontccc.jpg,Dynasty Warriors Gundam,PS3,Action,Namco Bandai,Omega Force,NA,6.4,NA,NA,0.47,0.14,0.31,0.01,0.02,8/28/2007,
259,730,/games/boxart/full_james-bond-007-blood-stone_5AmericaFront.jpg,James Bond 007: Blood Stone,X360,Action,Activision,Bizarre Creations,NA,6.2,NA,NA,0.47,0.2,0,0.23,0.05,11/2/2010,
260,733,/games/boxart/full_flingsmash_3AmericaFront.jpg,FlingSmash,Wii,Action,Nintendo,Artoon,NA,3.8,NA,NA,0.47,0.37,0.07,0.01,0.02,11/7/2010,
261,737,/games/boxart/9607412ccc.gif,Spider-Man: Friend or Foe,DS,Action,Activision,Artificial Mind and Movement,NA,5.3,NA,NA,0.47,0.43,NA,0,0.04,10/2/2007,
262,740,/games/boxart/9882908ccc.jpg,Metal Gear Solid: The Twin Snakes,GC,Action,Konami,Silicon Knights,NA,8.1,NA,NA,0.47,0.3,0.07,0.08,0.01,3/9/2004,
