"","X","img","title","console","genre","publisher","developer","critic_score","total_sales","na_sales","jp_sales","pal_sales","other_sales","release_date"
"36580",37152,"/games/boxart/full_647497AmericaFrontccc.jpg","The Last Remnant","X360","Role-Playing","Square Enix","Square Enix",6.5,0.68,0.25,0.18,0.2,0.06,"11/20/2008"
"36582",37154,"/games/boxart/9467414ccc.jpg","Suikoden II","PS","Role-Playing","Konami","Konami",8.5,0.68,0.15,0.38,0.1,0.04,"9/29/1999"
"36583",37155,"/games/boxart/19085ccc.jpg",".hack//Mutation Part 2","PS2","Role-Playing","Bandai","CyberConnect2",7.5,0.68,0.23,0.2,0.18,0.06,"5/7/2003"
"36585",37157,"/games/boxart/3270560ccc.jpg","Wild ARMs 2","PS","Role-Playing","Sony Computer Entertainment","Media.Vision",6.5,0.67,0.19,0.31,0.13,0.04,"4/30/2000"
"36588",37160,"/games/boxart/2658058ccc.jpg","Final Fantasy Crystal Chronicles: Ring of Fates","DS","Role-Playing","Square Enix","Square Enix",7.7,0.66,0.22,0.42,0.01,0.02,"3/11/2008"
"36592",37164,"/games/boxart/7346049ccc.jpg","Suikoden IV","PS2","Role-Playing","Konami","Konami Computer Entertainment Tokyo",6.3,0.66,0.17,0.3,0.13,0.05,"1/11/2005"
"36598",37170,"/games/boxart/full_6479311AmericaFrontccc.jpg","Star Ocean: First Departure","PSP","Role-Playing","Square Enix","TOSE Software",7.5,0.65,0.2,0.22,0.14,0.09,"10/21/2008"
"36599",37171,"/games/boxart/full_shin-megami-tensei-persona-3-portable_1AmericaFront.jpg","Shin Megami Tensei: Persona 3 Portable","PSP","Role-Playing","Atlus","Atlus Co.",8.9,0.64,0.18,0.34,0.07,0.05,"7/6/2010"
"36603",37175,"/games/boxart/full_white-knight-chronicles-ii_693AmericaFront.jpg","White Knight Chronicles II","PS3","Role-Playing","D3 Publisher","Level 5",5.4,0.63,0.23,0.27,0.09,0.04,"9/13/2011"
"36606",37178,"/games/boxart/full_6576209AmericaFrontccc.jpg","Shin Megami Tensei: Persona 3 FES","PS2","Role-Playing","Atlus","Atlus",8.7,0.63,0.22,0.16,0.2,0.05,"4/22/2008"
"36608",37180,"/games/boxart/full_6117530AmericaFrontccc.jpg","NieR","PS3","Role-Playing","Square Enix","Cavia Inc.",6.6,0.63,0.17,0.2,0.19,0.07,"4/27/2010"
"36610",37182,"/games/boxart/1761085ccc.jpg","Wild ARMs 3","PS2","Role-Playing","Sony Computer Entertainment","Media.Vision",7.6,0.62,0.16,0.29,0.13,0.04,"10/15/2002"
"36616",37188,"/games/boxart/full_4304251AmericaFrontccc.jpg","Sacred 2: Fallen Angel","PS3","Role-Playing","CDV Software Entertainment","Ascaron Entertainment",7.1,0.61,0.22,0.08,0.23,0.09,"5/11/2009"
"36617",37189,"/games/boxart/4288144ccc.jpg","Final Fantasy IV Advance","GBA","Role-Playing","Square Enix","Square Enix",8.6,0.61,0.27,0.22,0.1,0.01,"12/12/2005"
"36620",37192,"/games/boxart/5687529ccc.jpg","Suikoden","PS","Role-Playing","Konami","Konami",8.2,0.6,0.21,0.21,0.14,0.04,"12/1/1996"
"36621",37193,"/games/boxart/full_6205598AmericaFrontccc.jpg","Muramasa: The Demon Blade","Wii","Role-Playing","Ignition Entertainment","Vanillaware",8,0.6,0.32,0.11,0.13,0.04,"9/8/2009"
"36626",37198,"/games/boxart/836978ccc.jpg","Final Fantasy Anniversary Edition","PSP","Role-Playing","Square Enix","Square Enix",7.4,0.59,0.39,0.13,0.02,0.05,"6/26/2007"
"36628",37200,"/games/boxart/full_5298948AmericaFrontccc.jpg","Shin Megami Tensei IV","3DS","Role-Playing","Atlus","Atlus",8.3,0.59,0.28,0.27,0,0.03,"7/16/2013"
"36629",37201,"/games/boxart/full_5714934AmericaFrontccc.jpg","Final Fantasy Explorers","3DS","Role-Playing","Square Enix","Square Enix",7.3,0.59,0.17,0.29,0.1,0.03,"1/26/2016"
"36631",37203,"/games/boxart/full_2763474AmericaFrontccc.jpg","Diablo","PS","Role-Playing","Electronic Arts","Climax Group",8.3,0.58,0.29,0.07,0.19,0.04,"1/1/1998"
"36632",37204,"/games/boxart/full_5760802AmericaFrontccc.jpg","Romancing SaGa","PS2","Role-Playing","Square Enix","Square Enix",6,0.58,0.06,0.47,0.04,0.01,"10/11/2005"
"36636",37208,"/games/boxart/full_final-fantasy-the-4-heroes-of-light_1AmericaFront.jpg","Final Fantasy: The 4 Heroes of Light","DS","Role-Playing","Square Enix","Matrix Software",7.2,0.58,0.22,0.23,0.1,0.03,"10/5/2010"
"36641",37213,"/games/boxart/full_disgaea-4-a-promise-unforgotten_709AmericaFront.jpg","Disgaea 4: A Promise Unforgotten","PS3","Role-Playing","NIS America","Nippon Ichi Software",7.9,0.58,0.27,0.14,0.11,0.06,"9/6/2011"
"36643",37215,"/games/boxart/4303513ccc.jpg","Beyond The Beyond","PS","Role-Playing","Sony Computer Entertainment","Camelot Software Planning",4.8,0.57,0.11,0.35,0.08,0.04,"8/31/1996"
"36645",37217,"/games/boxart/full_2440325AmericaFrontccc.jpg","3D Dot Game Heroes","PS3","Role-Playing","Atlus","Silicon Studio",7.5,0.57,0.36,0.03,0.12,0.07,"5/11/2010"
"36647",37219,"/games/boxart/9820189ccc.jpg","Breath of Fire IV","PS","Role-Playing","Capcom","Capcom",8.4,0.56,0.11,0.34,0.08,0.04,"11/28/2000"
"36648",37220,"/games/boxart/5971714ccc.jpg","Odin Sphere","PS2","Role-Playing","Atlus","Vanillaware",8,0.56,0.23,0.09,0.18,0.06,"5/22/2007"
"36649",37221,"/games/boxart/full_final-fantasy-iv-the-complete-collection_637AmericaFront.jpg","Final Fantasy IV: The Complete Collection","PSP","Role-Playing","Square Enix","Matrix Software",8,0.56,0.13,0.27,0.09,0.06,"4/19/2011"
"36651",37223,"/games/boxart/full_4595645AmericaFrontccc.jpg","Xenoblade Chronicles","3DS","Role-Playing","Nintendo","Monolith Soft",8.6,0.56,0.24,0.13,0.15,0.04,"4/10/2015"
"36655",37227,"/games/boxart/full_9762662AmericaFrontccc.jpg","Lunar: Silver Star Story Complete","PS","Role-Playing","Working Designs","Game Arts",7.6,0.55,0.27,0.06,0.18,0.04,"5/28/1999"
"36659",37231,"/games/boxart/full_7479649AmericaFrontccc.jpg","Disgaea 3: Absence of Justice","PS3","Role-Playing","NIS America","Nippon Ichi Software",7.8,0.55,0.36,0.11,0.03,0.05,"8/26/2008"
"36663",37235,"/games/boxart/full_valkyria-chronicles-ii_9AmericaFront.jpg","Valkyria Chronicles II","PSP","Role-Playing","Sega","Sega WOW Overworks",8.1,0.54,0.12,0.18,0.16,0.09,"8/31/2010"
"36664",37236,"/games/boxart/full_9977736AmericaFrontccc.jpg","Fire Emblem: Path of Radiance","GC","Role-Playing","Nintendo","Intelligent Systems",8.6,0.54,0.29,0.16,0.08,0.01,"10/17/2005"
"36666",37238,"/games/boxart/full_tactics-ogre-let-us-cling-together_843AmericaFront.jpg","Tactics Ogre: Let Us Cling Together","PSP","Role-Playing","Square Enix","Square Enix",9,0.54,0.15,0.27,0.07,0.05,"2/15/2011"
"36667",37239,"/games/boxart/full_two-worlds-ii_839AmericaFront.jpg","Two Worlds II","X360","Role-Playing","SouthPeak Interactive","Reality Pump",6.5,0.54,0.4,0.03,0.07,0.04,"1/25/2011"
"36668",37240,"/games/boxart/full_2951395AmericaFrontccc.jpg","Sacred 2: Fallen Angel","X360","Role-Playing","CDV Software Entertainment","Ascaron Entertainment",7,0.54,0.29,0.04,0.16,0.05,"5/11/2009"
"36669",37241,"/games/boxart/full_5199891AmericaFrontccc.jpg","Dragon Ball: Fusions","3DS","Role-Playing","Namco Bandai Games","Ganbarion",6.3,0.54,0.17,0.24,0.09,0.03,"11/22/2016"
"36671",37243,"/games/boxart/full_7222522AmericaFrontccc.png","Rune Factory: A Fantasy Harvest Moon","DS","Role-Playing","Natsume","Neverland Company",8.1,0.53,0.35,0.14,0.01,0.03,"8/14/2007"
"36678",37250,"/games/boxart/full_8682761AmericaFrontccc.jpg","Mystery Dungeon: Shiren the Wanderer","DS","Role-Playing","Sega","ChunSoft",7.1,0.52,0.17,0.33,0,0.02,"3/4/2008"
"36679",37251,"/games/boxart/full_6066126AmericaFrontccc.jpg","Tales of Symphonia: Dawn of the New World","Wii","Role-Playing","Namco Bandai","Namco Tales Studio",6.8,0.52,0.21,0.24,0.05,0.02,"11/11/2008"
"36681",37253,"/games/boxart/full_the-3rd-birthday_6AmericaFront.jpg","The 3rd Birthday","PSP","Role-Playing","Square Enix","HexaDrive",7,0.52,0.13,0.27,0.07,0.05,"3/29/2011"
"36682",37254,"/games/boxart/full_9766951AmericaFrontccc.jpg","Rune Factory 2: A Fantasy Harvest Moon","DS","Role-Playing","Natsume","Neverland Company",7.9,0.52,0.32,0.15,0.03,0.03,"11/18/2008"
"36686",37258,"/games/boxart/4260210ccc.jpg","Final Fantasy II Anniversary Edition","PSP","Role-Playing","Square Enix","Square Enix",6.5,0.51,0.36,0.07,0.03,0.05,"7/24/2007"
"36693",37265,"/games/boxart/2350055ccc.jpg","Tactics Ogre: The Knight of Lodis","GBA","Role-Playing","Atlus","Quest Corporation",8.5,0.5,0.13,0.31,0.05,0.01,"5/11/2002"
"36699",37271,"/games/boxart/full_8409003AmericaFrontccc.jpg","Grandia III","PS2","Role-Playing","Square Enix","Game Arts",7.5,0.49,0.12,0.24,0.1,0.03,"2/14/2006"
"36702",37274,"/games/boxart/9345328ccc.jpg","Tales of Legendia","PS2","Role-Playing","Namco","Namco / Team MelFes",7.2,0.49,0.07,0.35,0.05,0.02,"2/7/2006"
"36704",37276,"/games/boxart/full_atelier-rorona-alchemist-of-arland_5AmericaFront.jpg","Atelier Rorona: Alchemist of Arland","PS3","Role-Playing","NIS America","Gust",6.4,0.48,0.22,0.11,0.1,0.05,"6/24/2014"
"36705",37277,"/games/boxart/912346ccc.jpg","Children of Mana","DS","Role-Playing","Nintendo","Next Entertainment",7,0.48,0.16,0.29,0.01,0.01,"11/1/2006"
"36707",37279,"/games/boxart/full_9902301AmericaFrontccc.jpg","Valkyrie Profile 2: Silmeria","PS2","Role-Playing","Square Enix","tri-Ace",8.4,0.47,0.04,0.39,0.03,0.01,"9/26/2006"
"36710",37282,"/games/boxart/full_885103AmericaFrontccc.jpg","Final Fantasy Crystal Chronicles: Echoes of Time","DS","Role-Playing","Square Enix","Square Enix",7.7,0.47,0.12,0.27,0.06,0.02,"3/24/2009"
"36712",37284,"/games/boxart/full_two-worlds-ii_641AmericaFront.jpg","Two Worlds II","PS3","Role-Playing","SouthPeak Interactive","Reality Pump",6.5,0.47,0.26,0.06,0.1,0.04,"1/25/2011"
"36715",37287,"/games/boxart/1711724ccc.jpg",".hack//Outbreak Part 3","PS2","Role-Playing","Bandai","CyberConnect2",7.1,0.46,0.14,0.17,0.11,0.04,"9/9/2003"
"36717",37289,"/games/boxart/9674200ccc.jpg","Phantasy Star Online Episode I & II","GC","Role-Playing","Sega","Sonic Team",8.2,0.45,0.23,0.16,0.06,0.01,"10/29/2002"
"36723",37295,"/games/boxart/6217511ccc.jpg","Vandal Hearts","PS","Role-Playing","Konami","Konami Computer Entertainment Tokyo",7.7,0.45,0.14,0.19,0.09,0.03,"3/27/1997"
"36725",37297,"/games/boxart/full_shin-megami-tensei-devil-survivor-overclocked_117AmericaFront.jpg","Shin Megami Tensei: Devil Survivor Overclocked","3DS","Role-Playing","Atlus","Career Soft",7.6,0.44,0.34,0.06,0.01,0.04,"8/23/2011"
"36728",37300,"/games/boxart/full_5168648AmericaFrontccc.jpg","Eternal Sonata","PS3","Role-Playing","Namco Bandai","Tri-Crescendo",8.3,0.44,0.19,0.07,0.12,0.05,"10/21/2008"
"36729",37301,"/games/boxart/full_hyperdimension-neptunia_903AmericaFront.jpg","Hyperdimension Neptunia","PS3","Role-Playing","NIS America","Compile Heart",5.3,0.44,0.22,0.07,0.1,0.04,"2/15/2011"
"36735",37307,"/games/boxart/2470815ccc.jpg","Tales of the World: Radiant Mythology","PSP","Role-Playing","Namco Bandai","Alfa System",7,0.43,0.17,0.23,0.01,0.02,"7/17/2007"
"36736",37308,"/games/boxart/full_atelier-totori-the-adventurer-of-arland_685AmericaFront.jpg","Atelier Totori: The Adventurer of Arland","PS3","Role-Playing","NIS America","Gust",7.8,0.43,0.12,0.21,0.07,0.03,"9/27/2011"
"36737",37309,"/games/boxart/8345486ccc.jpg","Dawn of Mana","PS2","Role-Playing","Square Enix","Square Enix",6.3,0.43,0.07,0.29,0.05,0.02,"5/24/2007"
"36748",37320,"/games/boxart/full_2067643AmericaFrontccc.jpg","Ogre Battle 64: Person of Lordly Caliber","N64","Role-Playing","Atlus","Quest Corporation",9.1,0.41,0.1,0.25,0.02,0.04,"10/7/2000"
"36754",37326,"/games/boxart/full_rune-factory-3-a-fantasy-harvest-moon_10AmericaFront.jpg","Rune Factory 3: A Fantasy Harvest Moon","DS","Role-Playing","Natsume","Neverland Company",8,0.41,0.26,0.1,0.03,0.02,"11/9/2010"
"36758",37330,"/games/boxart/full_4681594AmericaFrontccc.png","Project X Zone","3DS","Role-Playing","Namco Bandai Games","Banpresto",6.5,0.4,0.18,0.15,0.04,0.02,"6/25/2013"
"36767",37339,"/games/boxart/full_4041989AmericaFrontccc.jpg","Etrian Odyssey IV: Legends of the Titan","3DS","Role-Playing","Atlus","Atlus Co.",8.2,0.39,0.12,0.21,0.06,0.02,"2/26/2013"
"36772",37344,"/games/boxart/full_dungeon-siege-iii_356AmericaFront.jpg","Dungeon Siege III","PS3","Role-Playing","Square Enix","Obsidian Entertainment",7.3,0.39,0.17,0.03,0.13,0.06,"6/21/2011"
"36778",37350,"/games/boxart/962235ccc.jpg","Shin Megami Tensei: Nocturne","PS2","Role-Playing","Atlus","Atlus Co.",8,0.38,0.07,0.25,0.05,0.02,"10/12/2004"
"36781",37356,"/games/boxart/full_5105472AmericaFrontccc.jpg","Grandia Xtreme","PS2","Role-Playing","Enix","Game Arts",6.7,0.38,0.07,0.25,0.05,0.02,"9/30/2002"
"36785",37360,"/games/boxart/full_9593289AmericaFrontccc.png","Shin Megami Tensei IV: Apocalypse","3DS","Role-Playing","Atlus","Atlus",8.1,0.37,0.15,0.16,0.05,0.02,"9/20/2016"
"36787",37362,"/games/boxart/full_dungeon-siege-iii_808AmericaFront.jpg","Dungeon Siege III","X360","Role-Playing","Square Enix","Obsidian Entertainment",7.2,0.37,0.21,0.01,0.12,0.03,"6/21/2011"
"36788",37363,"/games/boxart/full_9497260AmericaFrontccc.jpg","Rune Factory: Frontier","Wii","Role-Playing","Xseed Games","Neverland Company",7.9,0.37,0.16,0.04,0.13,0.03,"3/17/2009"
"36789",37364,"/games/boxart/full_6243073AmericaFrontccc.jpg","Fragile Dreams: Farewell Ruins of the Moon","Wii","Role-Playing","Xseed Games","Tri-Crescendo",6.7,0.37,0.16,0.06,0.12,0.03,"3/16/2010"
"36792",37367,"/games/boxart/full_4048091AmericaFrontccc.jpg","Dragon Ball Z: Attack of the Saiyans","DS","Role-Playing","Namco Bandai","Monolith Soft",7.2,0.36,0.12,0.21,0.02,0.01,"11/10/2009"
"36794",37369,"/games/boxart/5832016ccc.jpg","Valkyrie Profile: Lenneth","PSP","Role-Playing","Square Enix","tri-Ace",8.1,0.36,0.17,0.16,0.01,0.02,"7/18/2006"
"36799",37374,"/games/boxart/1412360ccc.jpg","Suikoden V","PS2","Role-Playing","Konami","Hudson Soft",7.9,0.35,0.08,0.19,0.06,0.02,"3/21/2006"
"36801",37376,"/games/boxart/367323ccc.jpg","Persona 2: Eternal Punishment","PS","Role-Playing","Atlus","Atlus Co.",8.7,0.35,0.03,0.28,0.02,0.02,"12/22/2000"
"36807",37382,"/games/boxart/848681ccc.jpg","EverGrace","PS2","Role-Playing","Agetec","From Software",6.2,0.35,0.1,0.15,0.08,0.03,"10/24/2000"
"36814",37389,"/games/boxart/full_950245AmericaFrontccc.jpg","Star Ocean: Second Evolution","PSP","Role-Playing","Square Enix","TOSE Software",8,0.34,0.14,0.16,0.02,0.02,"1/20/2009"
"36816",37391,"/games/boxart/full_2806511AmericaFrontccc.jpg","Disgaea 5 Complete","NS","Role-Playing","NIS America","Nippon Ichi Software",9,0.34,0.15,0.05,0.11,0.02,"5/23/2017"
"36817",37392,"/games/boxart/full_lord-of-arcana_532AmericaFront.jpg","Lord of Arcana","PSP","Role-Playing","Square Enix","Square Enix",4.7,0.34,0.08,0.17,0.05,0.04,"1/25/2011"
"36823",37398,"/games/boxart/full_8732708AmericaFrontccc.jpg","Etrian Odyssey","DS","Role-Playing","Atlus","Atlus Co. / Lancarse",7.4,0.33,0.19,0.09,0.03,0.02,"5/15/2007"
"36825",37400,"/games/boxart/5646643ccc.jpg","Disgaea 2: Cursed Memories","PS2","Role-Playing","NIS America","Nippon Ichi Software",7.9,0.33,0.09,0.15,0.07,0.02,"8/29/2006"
"36826",37401,"/games/boxart/full_3251244AmericaFrontccc.jpg","Resonance of Fate","X360","Role-Playing","Sega","tri-Ace",7.4,0.33,0.12,0.06,0.13,0.03,"3/16/2010"
"36829",37404,"/games/boxart/full_3302971AmericaFrontccc.jpg","Tokyo Mirage Sessions #FE","WiiU","Role-Playing","Nintendo","Unknown",8,0.33,0.17,0.08,0.06,0.02,"6/24/2016"
"36830",37405,"/games/boxart/full_9834798AmericaFrontccc.jpg","Dark Souls: Remastered","NS","Role-Playing","Bandai Namco Entertainment","From Software",8.8,0.33,0.16,0.03,0.11,0.03,"10/19/2018"
"36834",37409,"/games/boxart/full_8792320AmericaFrontccc.jpg","Final Fantasy XI: Wings of the Goddess","X360","Role-Playing","Square Enix","Square Enix",6.5,0.32,0.28,0.02,0,0.03,"11/20/2007"
"36837",37412,"/games/boxart/306515ccc.jpg","Eternal Sonata","X360","Role-Playing","Namco Bandai","Tri-Crescendo",7.9,0.32,0.19,0.08,0.04,0.02,"9/17/2007"
"36838",37413,"/games/boxart/full_shin-megami-tensei-persona-2-innocent-sin_200AmericaFront.jpg","Shin Megami Tensei: Persona 2: Innocent Sin","PSP","Role-Playing","Atlus","Atlus Co.",7,0.32,0.14,0.11,0.04,0.04,"9/20/2011"
"36840",37415,"/games/boxart/full_4054778AmericaFrontccc.jpg","Folklore","PS3","Role-Playing","Sony Computer Entertainment","Game Republic",7.5,0.32,0.2,0.05,0.04,0.03,"10/9/2007"
"36860",37435,"/games/boxart/full_4451966AmericaFrontccc.jpg","Magna Carta 2","X360","Role-Playing","Namco Bandai","SoftMax",6.6,0.3,0.13,0.07,0.07,0.02,"10/13/2009"
"36876",37451,"/games/boxart/full_9059354AmericaFrontccc.jpg","NieR","X360","Role-Playing","Square Enix","Cavia Inc.",6.4,0.29,0.13,0.04,0.1,0.02,"4/27/2010"
"36881",37456,"/games/boxart/full_8836742AmericaFrontccc.jpg","The Legend of Legacy","3DS","Role-Playing","Atlus","Cattle Call",6,0.29,0.14,0.11,0.02,0.02,"10/13/2015"
"36884",37459,"/games/boxart/full_2034069AmericaFrontccc.jpg","Sakura Wars: So Long, My Love","PS2","Role-Playing","NIS America","RED Entertainment",8.8,0.29,0.07,0.15,0.05,0.02,"3/30/2010"
"36886",37461,"/games/boxart/full_4283479AmericaFrontccc.jpg","Ever Oasis","3DS","Role-Playing","Nintendo","GREZZO",8.1,0.29,0.13,0.05,0.08,0.02,"6/23/2017"
"36890",37465,"/games/boxart/4676814ccc.jpg","Tales of Phantasia","GBA","Role-Playing","Nintendo","Wolfteam / Namco Tales Studio",7,0.29,0.08,0.17,0.03,0.01,"3/6/2006"
"36892",37467,"/games/boxart/2020464ccc.jpg","Shadow Hearts","PS2","Role-Playing","Midway Games","Sacnoth",7,0.28,0.09,0.1,0.07,0.02,"12/11/2001"
"36905",37480,"/games/boxart/full_2488304AmericaFrontccc.jpg","Etrian Mystery Dungeon","3DS","Role-Playing","Atlus","Spike Chunsoft",7.6,0.28,0.11,0.14,0.01,0.01,"4/7/2015"
"36909",37484,"/games/boxart/full_1637033AmericaFrontccc.png","Etrian Odyssey V: Beyond the Myth","3DS","Role-Playing","Atlus","Atlus",7.9,0.27,0.11,0.14,0.01,0.01,"10/17/2017"
"36922",37497,"/games/boxart/full_9085969AmericaFrontccc.jpg","Suikoden Tierkreis","DS","Role-Playing","Konami","Konami",7.7,0.27,0.09,0.15,0.02,0.01,"3/17/2009"
"36923",37498,"/games/boxart/full_3944418AmericaFrontccc.jpg","The World Ends with You: Final Remix","NS","Role-Playing","Nintendo","Square Enix",7.4,0.27,0.14,0.03,0.08,0.02,"10/12/2018"
"36928",37503,"/games/boxart/full_245315AmericaFrontccc.jpg","Etrian Odyssey: Millennium Girl","3DS","Role-Playing","Atlus","Atlus",8.1,0.26,0.1,0.14,0.01,0.01,"10/1/2013"
"36930",37505,"/games/boxart/full_6186256AmericaFrontccc.jpg","King's Field II","PS","Role-Playing","ASCII Entertainment","From Software",7.3,0.26,0.08,0.11,0.06,0.02,"10/31/1996"
"36935",37510,"/games/boxart/full_9116862PALFrontccc.jpg","Stella Glow","3DS","Role-Playing","Atlus","imageepoch Inc.",7.5,0.26,0.17,0.06,0.01,0.02,"11/17/2015"
"36953",37528,"/games/boxart/full_5213143AmericaFrontccc.jpg","Final Fantasy Crystal Chronicles: Echoes of Time","Wii","Role-Playing","Square Enix","Square Enix",6.9,0.25,0.13,0.05,0.06,0.02,"3/24/2009"
"36955",37530,"/games/boxart/full_hunted-the-demons-forge_137AmericaFront.jpg","Hunted: The Demon's Forge","PS3","Role-Playing","Bethesda Softworks","InXile Entertainment",6.1,0.25,0.12,0.02,0.09,0.03,"5/31/2011"
"36962",37537,"/games/boxart/full_1218640AmericaFrontccc.jpg","Disgaea 2: Dark Hero Days","PSP","Role-Playing","NIS America","Nippon Ichi Software",8.1,0.25,0.1,0.12,0.01,0.02,"9/8/2009"
"36963",37538,"/games/boxart/full_740834AmericaFrontccc.jpg","Hybrid Heaven","N64","Role-Playing","Konami","KCEO",7,0.25,0.16,0.05,0.04,0,"9/1/1999"
"36978",37553,"/games/boxart/full_3250221AmericaFrontccc.jpg","7th Dragon III Code: VFD","3DS","Role-Playing","Sega","Sega",7.5,0.24,0.06,0.13,0.04,0.01,"7/12/2016"
"36991",37569,"/games/boxart/full_5102380AmericaFrontccc.jpg","Valhalla Knights","PSP","Role-Playing","Xseed Games","K2 LLC",5.2,0.24,0.15,0.07,0,0.01,"4/17/2007"
"36993",37571,"/games/boxart/full_7046563AmericaFrontccc.jpg","Luminous Arc","DS","Role-Playing","Atlus","imageepoch Inc.",6.8,0.24,0.16,0.06,0,0.01,"8/14/2007"
"36994",37572,"/games/boxart/full_4638062AmericaFrontccc.jpg","Avalon Code","DS","Role-Playing","Marvelous Interactive","Matrix Software",7.1,0.24,0.11,0.12,0,0.01,"3/10/2009"
"36997",37575,"/games/boxart/full_ar-tonelico-qoga-knell-of-ar-ciel_198AmericaFront.jpg","Ar tonelico Qoga: Knell of Ar Ciel","PS3","Role-Playing","NIS America","Gust",7,0.24,0.08,0.13,0.01,0.01,"3/15/2011"
"36999",37577,"/games/boxart/12771ccc.jpg","Disgaea: Afternoon of Darkness","PSP","Role-Playing","NIS America","Nippon Ichi Software",8.7,0.24,0.15,0.04,0.02,0.02,"10/30/2007"
"37005",37583,"/games/boxart/full_4037686AmericaFrontccc.jpg","Cross Edge","PS3","Role-Playing","NIS America","Compile Heart",5.4,0.23,0.14,0.05,0.02,0.02,"5/26/2009"
"37014",37592,"/games/boxart/full_2057209AmericaFrontccc.jpg","Lunar Knights","DS","Role-Playing","Konami","Kojima Productions",8.2,0.23,0.17,0.04,0.01,0.01,"2/6/2007"
"37019",37597,"/games/boxart/full_244145AmericaFrontccc.jpg","Valhalla Knights 2","PSP","Role-Playing","Xseed Games","K2 LLC",5,0.23,0.09,0.12,0,0.01,"10/1/2008"
"37022",37600,"/games/boxart/full_9635827AmericaFrontccc.jpg","Risen 2: Dark Waters","PS3","Role-Playing","Deep Silver","Piranha Bytes",5.5,0.23,0.04,0.01,0.14,0.03,"7/31/2012"
"37026",37604,"/games/boxart/6865319ccc.jpg","Breath of Fire","GBA","Role-Playing","Capcom","Capcom",7.8,0.22,0.11,0.06,0.04,0,"12/13/2001"
"37029",37607,"/games/boxart/full_2679855AmericaFrontccc.png","Dragon Quest Builders: Revive Alefgard","NS","Role-Playing","Square Enix","Square Enix",8,0.22,0.07,0.07,0.07,0.01,"2/9/2018"
"37040",37618,"/games/boxart/full_hunted-the-demons-forge_236AmericaFront.jpg","Hunted: The Demon's Forge","X360","Role-Playing","Bethesda Softworks","InXile Entertainment",6,0.22,0.13,0,0.07,0.02,"5/31/2011"
"37050",37628,"/games/boxart/full_7511702AmericaFrontccc.jpg","Radiant Historia: Perfect Chronology","3DS","Role-Playing","Atlus","Atlus",8.1,0.21,0.11,0.06,0.03,0.01,"2/13/2018"
"37062",37640,"/games/boxart/full_5793790AmericaFrontccc.jpg","Final Fantasy Fables: Chocobo's Dungeon","Wii","Role-Playing","Square Enix","High Horse Entertainment",7.4,0.21,0.09,0.11,0,0.01,"7/8/2008"
"37063",37641,"/games/boxart/full_8198127AmericaFrontccc.jpg","Blue Dragon Plus","DS","Role-Playing","Ignition Entertainment","Mistwalker Corporation / Brownie Brown Inc. / Feelplus Inc.",6.5,0.21,0.12,0.05,0.03,0.01,"2/19/2009"
"37078",37656,"/games/boxart/full_3203278AmericaFrontccc.jpg","Dark Messiah of Might and Magic Elements","X360","Role-Playing","Ubisoft","Arkane Studios / Floodgate Entertainment / Kuju Entertainment",5,0.2,0.16,0.01,0.02,0.02,"2/12/2008"
"37079",37657,"/games/boxart/full_2366786AmericaFrontccc.jpg","Infinite Space","DS","Role-Playing","Sega","PlatinumGames / Nude Maker",7.2,0.2,0.06,0.07,0.05,0.01,"3/16/2010"
"37081",37659,"/games/boxart/2764303ccc.jpg","Ogre Battle Saga Episode Five: The March of the Black Queen","PS","Role-Playing","Atlus","Quest Corporation",7.6,0.2,0.06,0.09,0.04,0.01,"7/31/1997"
"37094",37672,"/games/boxart/full_solatorobo-red-the-hunter_397AmericaFront.jpg","Solatorobo: Red the Hunter","DS","Role-Playing","Xseed Games","CyberConnect2",7.6,0.2,0.08,0.07,0.04,0.01,"9/27/2011"
"37099",37677,"/games/boxart/full_9681820AmericaFrontccc.jpg","Mana Khemia 2: Fall of Alchemy","PS2","Role-Playing","NIS America","Gust",8.2,0.2,0.07,0.05,0.05,0.02,"8/25/2009"
"37114",37692,"/games/boxart/full_5562911AmericaFrontccc.jpg","Project X Zone 2","3DS","Role-Playing","Namco Bandai Games","Monolith Soft",6.6,0.19,0.06,0.09,0.04,0.01,"2/16/2016"
"37123",37701,"/games/boxart/full_4216501AmericaFrontccc.jpg","Half-Minute Hero","PSP","Role-Playing","Xseed Games","Opus Studio",8.5,0.19,0.08,0.07,0.02,0.02,"10/13/2009"
"37133",37711,"/games/boxart/6226355ccc.jpg","Disgaea DS","DS","Role-Playing","NIS America","Nippon Ichi Software",8,0.18,0.11,0.05,0.01,0.01,"9/23/2008"
