,Title,Console,Max_Players,Genres,Publishers,Review_Score,US_Sales,Used_Price,Release.Rating,Length.All.PlayStyles.Average,Length.All.PlayStyles.Leisure,Length.All.PlayStyles.Median,Length.All.PlayStyles.Polled,Length.All.PlayStyles.Rushed,Length.Completionists.Average,Length.Completionists.Leisure,Length.Completionists.Median,Length.Completionists.Polled,Length.Completionists.Rushed,Length.Main...Extras.Average,Length.Main...Extras.Leisure,Length.Main...Extras.Median,Length.Main...Extras.Polled,Length.Main...Extras.Rushed,Length.Main.Story.Average,Length.Main.Story.Leisure,Length.Main.Story.Median,Length.Main.Story.Polled,Length.Main.Story.Rushed,US.Sales..millions.,YearReleased,Publisher,Sequel,Re.release,Lifecycle,LifecycleSq,Online,Licensed,Handheld,Accessory,LtdEdition,Multiplatform,GBA,GCN,NDS,Wii,PS2,PS3,PSP,Xbox,X360,Action,Adventure,Educational,Racing,RPG,Simulation,Sports,Strategy,X2K,Acclaim,Activision,Atari,Capcom,Disney,Eidos,EA,Infograme,Konami,Microsoft,Midway,Namco,Nintendo,Rockstar,Sony,Sega,THQ,SquareEnix,Ubisoft,Adult,Anime,Arcade,Battlemech,Boardgame,Cards,Casino,Chess,Comics,Cyberpunk,Detective,Fighting,Flight,Helicoptor,HistoricalBattle,Horror,InteractiveFiction,InteractiveFictionGraphics,InteractiveMovie,Managerial,MartialArts,MedievalFantasy,Meditative,MentalTraining,Naval,Paddle,PersistentUniverse,Pinball,PostApocalyptic,Puzzle,RealTime,RhythmAction,SciFi,Shooter,Spy,Stealth,SurvivalHorror,Tank,Train,TurnBased,VideoBackdrop,VisualNovel,Ecology,Language,Geography,Graphics,Health,History,Maths,Music,PreSchool,Reading,Religion,Science,Sociology,Typing,AmericanFootball,Basketball,Baseball,Boxing,Bowling,Cricket,Fishing,Cycling,Golf,Hockey,Horse,Hunting,Motorcycle,OffRoad,Olympiad,Paintball,PingPong,Pool,Rugby,Sailing,Skateboarding,Snowboarding,Soccer,Surfing,Tennis,Tricks,Volleyball,Wakeboarding,Wrestling,FirstPerson,Platform,Isometric,SideScrolling,TopDown,ThirdPerson
11,Armored Core: For Answer,PlayStation 3,1,Action,Ubisoft,62,0.05,29.95,M,56.88333333,192.8333333,14.5,12,21.51666667,272.5,311.25,272.5,2,233.75,17.26666667,19.43333333,18.5,5,14.86666667,10.25,12.53333333,9.933333333,5,8.716666667,0.05,2008,"FromSoftware, Inc., Ubisoft Entertainment SA, Ubisoft, Inc.",1,0,2,4,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12,Armored Core: For Answer,X360,1,Action,Ubisoft,64,0.05,24.95,T,56.88333333,192.8333333,14.5,12,21.51666667,272.5,311.25,272.5,2,233.75,17.26666667,19.43333333,18.5,5,14.86666667,10.25,12.53333333,9.933333333,5,8.716666667,0.05,2008,"FromSoftware, Inc., Ubisoft Entertainment SA, Ubisoft, Inc.",1,0,3,9,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
13,Assassin's Creed,PlayStation 3,1,Action,Ubisoft,81,1.77,17.95,T,18.75,56.7,17,1100,11.93333333,31.93333333,63.25,30,115,22.98333333,19.75,34.33333333,19.61666667,443,13.58333333,15.3,23.56666667,15,564,10.56666667,1.77,2007,"Ubisoft, Inc.",0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
14,Assassin's Creed,X360,1,Action,Ubisoft,81,3.17,16.95,T,18.75,56.7,17,1100,11.93333333,31.93333333,63.25,30,115,22.98333333,19.75,34.33333333,19.61666667,443,13.58333333,15.3,23.56666667,15,564,10.56666667,3.17,2007,"Ubisoft Entertainment SA, Ubisoft, Inc.",0,0,2,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
15,Astonishia Story,Sony PSP,1,"Role-Playing (RPG),Strategy",Ubisoft,48,0.03,16.95,T,19.05,20.18333333,19.15,3,17.91666667,16.73333333,16.73333333,16.73333333,1,16.73333333,21.28333333,21.28333333,21.28333333,1,21.28333333,19.15,19.15,19.15,1,19.15,0.03,2006,Ubisoft Entertainment SA,0,0,2,4,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
16,Bangai-O Spirits,Nintendo DS,1,Action,,83,0.05,14.95,M,11.75,15.55,10.5,4,8.55,20,20,20,1,20,11,11,11,1,11,8,9,8,2,7,0.05,2008,"D3Publisher of America, Inc., D3Publisher of Europe Ltd., Entertainment Software Publishing Inc.",0,0,4,16,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
17,Banjo-Kazooie: Nuts & Bolts,X360,1,"Action,Adventure,Racing / Driving,Sports",Microsoft,79,0.31,17.95,E,26.93333333,71.6,19.45,34,17.45,56,84.81666667,43.3,8,38.51666667,20.48333333,25.36666667,21,11,17.86666667,16.18333333,19.01666667,15.9,15,13.86666667,0.31,2008,Microsoft Games Studios,1,0,3,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
18,Battlefield: Bad Company,PlayStation 3,1,Action,EA,84,0.76,17.95,T,8.266666667,35.18333333,7,344,5.083333333,17.76666667,31.03333333,14,17,10.43333333,11.06666667,36.38333333,9,72,7.466666667,6.85,12.38333333,6.733333333,255,4.65,0.76,2008,"Electronic Arts, Inc., Electronic Arts K.K.",0,0,2,4,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
19,Battlefield: Bad Company,X360,1,Action,EA,83,0.83,16.95,E,8.266666667,35.18333333,7,344,5.083333333,17.76666667,31.03333333,14,17,10.43333333,11.06666667,36.38333333,9,72,7.466666667,6.85,12.38333333,6.733333333,255,4.65,0.83,2008,"Electronic Arts, Inc.",1,0,3,9,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20,Beautiful Katamari,X360,1,Action,Namco,73,0.11,17.95,M,14.55,55.13333333,6,33,6.3,100,100,100,2,100,18.11666667,32.51666667,8,8,8.516666667,5.866666667,8.283333333,6,23,4.133333333,0.11,2007,"Namco Bandai Games America Inc., Namco Bandai Games Europe SAS, Namco Bandai Games Inc.",1,0,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
21,Bee Movie Game,Nintendo DS,1,Adventure,Activision,58,0.44,17.95,E,5.766666667,6.266666667,5.633333333,4,5.35,6,6,6,1,6,5.266666667,5.266666667,5.266666667,1,5.266666667,5.916666667,6.366666667,5.916666667,2,5.45,0.44,2007,"Activision Publishing, Inc.",0,0,3,9,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
22,Bee Movie Game,Nintendo Wii,2,Action,Activision,62,0.32,14.95,E,5.766666667,6.266666667,5.633333333,4,5.35,6,6,6,1,6,5.266666667,5.266666667,5.266666667,1,5.266666667,5.916666667,6.366666667,5.916666667,2,5.45,0.32,2007,"Activision Deutschland GmbH, Activision Publishing, Inc.",0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
23,Bee Movie Game,X360,2,Action,Activision,71,0.15,12.95,T,5.766666667,6.266666667,5.633333333,4,5.35,6,6,6,1,6,5.266666667,5.266666667,5.266666667,1,5.266666667,5.916666667,6.366666667,5.916666667,2,5.45,0.15,2007,"Activision Deutschland GmbH, Activision Publishing, Inc.",0,0,2,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
24,Ben 10: Protector of the Earth,Nintendo Wii,1,Action,,63,0.57,16.95,T,5.083333333,6.45,4.55,10,3.4,5.466666667,6.483333333,4.333333333,3,4.45,5.066666667,6.316666667,4.216666667,3,3.816666667,4.816666667,5.983333333,5.133333333,4,3.483333333,0.57,2007,"D3Publisher of America, Inc., D3Publisher of Europe Ltd.",0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,Ben 10: Protector of the Earth,Sony PSP,1,Action,,60,0.19,16.95,T,5.083333333,6.45,4.55,10,3.4,5.466666667,6.483333333,4.333333333,3,4.45,5.066666667,6.316666667,4.216666667,3,3.816666667,4.816666667,5.983333333,5.133333333,4,3.483333333,0.19,2007,"D3Publisher of America, Inc., D3Publisher of Europe Ltd.",0,0,3,9,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,Big Brain Academy,Nintendo DS,1,Action,Nintendo,74,1.77,16.95,E,9.166666667,14.06666667,7.133333333,9,4.566666667,16.38333333,17.83333333,15,3,14.91666667,8.066666667,8.533333333,8.066666667,2,7.6,4.3,5.35,5.116666667,4,2.85,1.77,2005,"Nintendo Co., Ltd., Nintendo of America Inc., Nintendo of Canada Ltd., Nintendo of Europe GmbH",0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
27,Bionicle Heroes,Nintendo DS,1,Action,Eidos,72,0.06,16.95,T,15.3,27.05,12.88333333,11,9.4,17.23333333,18.88333333,18.33333333,5,15.33333333,24,32,24,2,16,8.55,9.566666667,9.75,4,6.916666667,0.06,2006,"Eidos, Inc., Eidos Interactive Ltd., TT Games Publishing Ltd",0,0,2,4,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
28,Bionicle Heroes,Nintendo Wii,1,Action,Eidos,52,0.03,17.95,T,15.3,27.05,12.88333333,11,9.4,17.23333333,18.88333333,18.33333333,5,15.33333333,24,32,24,2,16,8.55,9.566666667,9.75,4,6.916666667,0.03,2007,"Eidos, Inc., Eidos Interactive Ltd.",0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
29,Bionicle Heroes,X360,1,Action,Eidos,59,0.06,14.95,T,15.3,27.05,12.88333333,11,9.4,17.23333333,18.88333333,18.33333333,5,15.33333333,24,32,24,2,16,8.55,9.566666667,9.75,4,6.916666667,0.06,2006,"Eidos, Inc., Eidos Interactive Ltd.",0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
30,BioShock,PlayStation 3,1,Action,2K,94,0.53,17.95,E,14.66666667,32.33333333,13.5,1900,9.533333333,21.75,33.43333333,20,214,15.16666667,16.33333333,33.13333333,15,630,10.83333333,12.26666667,21.06666667,12,1100,8.566666667,0.53,2008,2K Games,0,0,2,4,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
31,BioShock,X360,1,Action,2K,96,1.52,16.95,T,14.66666667,32.33333333,13.5,1900,9.533333333,21.75,33.43333333,20,214,15.16666667,16.33333333,33.13333333,15,630,10.83333333,12.26666667,21.06666667,12,1100,8.566666667,1.52,2007,"2K Games, Spike Co., Ltd.",0,0,2,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
32,BlackSite: Area 51,PlayStation 3,1,Action,Midway,56,0.07,17.95,E,5.816666667,7.9,5.8,30,4.683333333,6.8,7.4,6.8,2,6.216666667,5.866666667,6.216666667,6,4,5.466666667,5.733333333,7.816666667,5.533333333,24,4.583333333,0.07,2007,"Midway Home Entertainment, Inc., Midway Games Ltd.",1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
